ID,cue,word 0,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119
1057,,lucky,ghost,button,monkey,thread,ribbon,violence,drab,turn,worlds,purple,crayon,dribble,acorn,trees,fellow,mind,kissing,laughing,running,portray,sudden,moving,cars,dust,clouds,raindrops,thunder,glitter,dancing,shoes,broken,bones,gaping,tooth,shatters,candles,whisper,lights,glisten,makeup,dazzles,lipstick,stains,wine,glasses,falter,spills,messes,frills,baskets,maize,dusk,settles,dawn,erupts,shoots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,,money,chain,diabolical,text,game,mafia,girlfriend,jeep,spy,wrench,laptop,this,picture,time,table,mossy,bear,rain,toolbox,secret,job,gorgeous,why,insecure,noise,bass,thump,trunk,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,,fun,joy,take,give,nutrition,book,flower,leaves,tree,stem,bush,color,computer,mouse,desktop,laptop,watch,earrings,necklace,ring,glass,straw,glases,contacts,wire,cable,headset,speaker,tv,raido,chair,table,stairs,walls,ceiling,light,switch,ladder,garden,yard,swim,pool,lamp,vase,frame,picture,notebook,pape,folder,ball,pen,pencil,bear,dog,cat,fish,snake,worm,grass,dry,mulch,roof,house,street,road,small,big,medium,large,huge,giant,white,man,woman,curtains,blinds,sunroom,keybord,music,speak,brother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,,chair,table,park,swing,pool,garden,fork,clock,car,battery,lights,summer,flower,rain,winter,snow,christmas,bow,wreath,camel,zoo,baby,pumpkin,airplane,school,bus,notebook,library,floor,door,machine,clothes,drapes,castle,moat,horse,zebra,lizard,mother,dress,coat,shows,movie,radio,computer,refrigerator,shelves,pictures,ottoman,empire,queen,king,duke,prince,medieval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,,monitor,keyboard,mouse,router,plug,outlet,socket,wire,cable,box,silver,wood,brown,plate,pole,rod,curtain,jeans,rack,rivet,jacket,shirt,button,cuff,chess,card,vape,beach,bully,street,nail,finger,bruise,hair,grill,sun,moon,bird,stars,snow,igloo,wind,air,spoon,tv,phone,tissue,napkin,paper,plate,pot,strainer,toaster,stairs,button,alcohol,whiskey,wine,beer,cloth,dirt,sand,dust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,,Computer,tablet,box,phone,bag,list,video,pen,desk,paper,sign,grass,staple,glass,toy,top,house,car,van,chair,sofa,screen,mouse,door,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,,cloud,sky,sun,moon,star,planet,galaxy,universe,ship,space,nebula,fire,ice,crystal,snow,cold,freeze,winter,summer,sun,heat,beach,sand,wind,waves,surfing,skiing,snowboarding,skateboarding,park,grass,bench,blanket,catch,tag,game,play,fun,child,school,street,lane,spot,meter,drive,car,door,trunk,hood,latch,seat,gas,station,road,turn,straight,left,right,reverse,park,house,door,window,kitchen,basement,attic,bedroom,living,mail,phone,computer,charger,glasses,jeans,shoe,sock,shirt,hair,eye,key,lock,box,bank,money,safe,teller,walk,go,bag,help,right,wrong,call,text,letter,send,receive,travel,stay,remote,office,chair,desk,table,pencil,pen,stapler,,,,,,,,,,,,,
1065,,park,start,fly,bar,plan,stake,cart,flop,smart,type,cat,follow,neighbor,shark,smell,tainted,class,bible,flow,farm,pigs,stink,celebrate,carbon,flight,airplane,forget,smudge,panther,vehicle,sharp,canary,lopsided,flowers,snapped,collate,filter,sponge,tongue,flange,thump,train,collect,dues,format,sparks,stellar,church,vacation,school,target,practice,phenomenal,parkour,complicated,staff,shampoo,parthenon,kangaroo,flips,snows,driver,tension,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,basketball,football,soccer,tennis,table,scarf,shoe,star,heels,bed,robe,shirt,pants,jacket,coat,rag,shower,bath,basket,box,exercise,weights,barbells,trash,mouse,horse,dog,cat,pet,bird,turkey,peacock,cow,shark,whale,dolphin,clam,lobster,seaweed,crab,sting,ray,ocean,water,lake,pond,puddle,sea,black,yellow,orange,pink,yellow,blue,purple,green,eyes,nose,ears,neck,hands,feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,,candle,cane,ripped,sheet,handle,softly,cow,bird,chicken,hen,mouse,computer,screen,brash,brazan,clipper,mow,lawn,fish,swim,type,trap,tramp,snail,light,dark,campus,school,learn,fun,help,ask,shout,tendril,clap,half,fence,broken,paper,plate,bottle,rum,liquid,water,cup,dirt,grass,head,hair,finger,glasses,rag,tag,band,group,please,rip,kill,trounce,bounce,house,lawn,car,road,sky,mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,,pink,crystal,magic,vagina,penis,like,poor,kindle,forget,yoghurt,bingo,christmas,normal,begin,hinge,listen,lonely,thing,together,reignring,reign,hang,truth,yours,mine,kite,right,left,window,shelf,garage,hat,front,kiss,drop,kangaroo,listerine,yarn,pond,fish,dolphin,dog,jingle,bell,man,woman,dear,deer,first,second,third,gray,pattern,ginger,hello,pray,alley,trail,mix,garden,flower,lily,ocean,priest,trainer,workout,treadmill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,,fortnite,game,television,cat,dog,box,fan,heater,watch,phone,toy,pumpkin,water,coat,pants,shirt,socks,shoes,sweater,flannel,blanket,pillow,door,window,speaker,music,heater,coffee,desk,vape,charger,controller,remote,mouse,laptop,fun,carving,collect,money,wait,fun,study,sandals,shorts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,,snow,car,computer,desk,cellphone,lamp,car,building,train,office,television,heater,coat,cat,dog,circus,team,diary,job,bag,bed,chair,hair,eyes,nose,elephant,lion,tiger,giraffe,panther,pants,socks,shoes,shirt,dress,light,paper,fan,screen,floor,ceiling,drawer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,,sea,ocean,map,world,globe,visuals,art,paintings,love,happiness,depression,sadness,anger,emotions,feelings,pants,shirts,shoes,underwear,comfortable,home,cozy,sofa,chair,table,feet,bike,car,walk,air,sky,lust,charm,bracelet,keychain,music,notes,lyrics,poetry,poems,writing,writers,necklace,fork,spoon,airballoon,fly,wings,plane,train,vehecles,bus,charter,camp,hike,field,sports,football,basketball,tennis,soccor,olympics,gymnastics,figureskating,vinyl,cd,vhs,tape,watercolor,anime,animations,movies,theatre,opera,tvshows,radio,show,orchestra,symphony,concert,band,telescope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,,river,bend,lake,lamp,show,tent,bag,bear,lion,tiger,job,deadline,love,hate,long,day,night,star,planet,car,camp,lower,bank,creek,mountain,dessert,sean,beach,shovel,harp,song,gene,music,kite,wind,rock,time,second,minute,menu,data,read,dash,gross,lab,study,book,tweet,pending,earn,fight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,,cat,computer,fat,floor,hanger,paper,flame,lint,chair,pen,cloth,island,earwax,tree,sofa,shoe,mirror,sing,toad,pillow,snot,cologne,pill,plug,mattress,lotion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,,bull,tough,cold,frigid,harsh,serene,calming,invigorating,extreme,magical,fluid,cooling,relaxed,aged,experienced,dark,mysterious,wet,liquid,hot,harmful,poison,towel,absorb,combine,link,connect,tablet,table,tear,separate,combination,lock,key,metal,sun,moon,stars,ribbon,medal,meddle,melting,focused,disciplined,training,train,wagon,engine,eight,turn,place,revolve,spin,cycle,washer,cat,scratch,claw,wiggle,fat,round,balloon,kite,bicycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,,bath,bored,animal,tasks,cleaning,talking,horror,movie,high,color,books,art,crafts,read,games,cuddle,join,relax,help,cut,cook,eat,play,good,shower,water,swallow,bored,candle,lonely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,,house,job,horse,garden,flower,trail,bug,grass,pool,shingles,fingernail,cough,rug,cat,dust,toothbrush,saw,yarn,hook,burlap,picture,makeup,girdle,horse,saddle,cloud,sky,tree,bird,shed,fork,spoon,knife,bowl,glass,sponge,ball,slingshot,nailpolish,bed,bedspread,refrigerator,oven,tile,wood,plants,ceramic,car,leather,cow,pavement,paintbrush,hammer,ruler,penci,pencil,pen,paper,paint,paperclip,coffeecup,box,tape,stapler,stationary,train,knittingneedles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,,tape,paper,box,towel,bottle,cap,tree,farm,clip,printer,monitor,shoe,carpet,bag,spray,pat,tin,clip,hanger,hang,lace,fabric,shirt,shorts,pants,card,note,bandage,bush,grass,squirrel,war,owner,slow,crush,brush,cap,hat,board,fly,cart,wagon,zip,line,cord,necklace,chalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,,autumn,fall,leaves,rainy,paint,neighbors,conservative,halloween,decorations,candy,walking,cold,blizzard,sweater,long,zoo,animals,parking,germs,plants,lantern,box,delivery,money,debt,solar,dry,taxes,rake,yard,headphones,journal,pens,phone,plate,bottle,brick,whitewash,rich,time,money,hire,workers,summer,winter,spring,flowers,hot,planting,digging,dirt,bulb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,,backyard,fence,post,office,chair,board,shorts,film,camera,lights,action,star,shine,oil,matte,opaque,transparent,clear,seethrough,naked,mesh,bag,bean,chicago,milleniumpark,mayor,governor,president,oval,circle,square,boring,ordinary,skincare,lotion,moisturizer,hydrate,water,swim,pool,snooker,pool,cue,line,dance,boot,trunk,elephant,rhino,plastic,surgery,surgeon,general,hospital,health,care,bear,honey,darling,lover,mistress,affair,current,electric,spark,volt,car,vehicle,auto,bus,wheels,bike,motorcycle,gang,colors,rainbow,sprinkles,cake,bakery,shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,,cat,dog,scratch,bite,food,sunshine,cold,hot,air,lake,fur,nails,tree,leaves,summer,winter,autumn,spring,october,pumpkin,madden,lord,of,the,fallen,GOD,bad,bone,skeleton,flakes,frosted,cereal,milk,pepsi,wild,hyper,pen,sell,now,money,need,games,roblox,character,fortnite,ugly,pretty,slim,slime,sugar,diabetes,type2,blood,pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,,key,door,whale,ocean,sky,red,moon,sun,lion,dog,cat,keyboard,computer,mouse,rat,fridge,oven,napkin,payment,cost,money,dollar,yen,pesos,border,state,city,capital,country,world,social,jeopardy,bank,store,street,sidewalk,streetlamp,chalk,writing,rules,surveys,virus,bad,evil,good,great,cloud,rain,stars,flashlight,grass,sheep,sheer,balk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,,dog,hat,couch,television,desk,chair,box,pickle,car,rug,animal,testosterone,milk,tampon,leg,arm,hair,eyeball,nose,booger,list,dam,beaver,rodent,lisp,ranch,tickle,little,amphibian,morgue,cheese,radio,silence,went,by,bye,hello,goodbye,farm,sky,blue,lavender,purple,cloud,discovery,teachable,wax,candle,theory,temple,hurt,shadow,cow,beef,purse,wallet,money,rich,wealthy,champagne,muppet,window,door,conditioner,forge,forget,check,cash,tandem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,,ask,think,that,is,what,was,will,do,be,why,want,throw,toss,envelope,scissors,microphone,headphones,guitar,keyboard,saxophone,gun,robot,speakers,clock,radio,lightbulb,refridgerator,table,towel,soap,shoes,socks,pants,shirt,window,vehicle,scooter,car,truck,airplane,boat,pogo,skateboard,rollerskates,sunshine,moon,tree,stars,ocean,lake,planet,volcano,ship,water,spear,chair,nipple,basket,bell,bedspread,pillow,candle,sneakers,sandals,lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,,Hi,mean,tow,got,dam,got,goat,gift,computer,game,keyboard,fan,phone,stocker,sticker,paper,pen,pencil,ball,light,lamp,mouse,shelf,desk,chair,sofa,bottle,door,jacket,wood,iron,metal,gold,sliver,bronze,ipad,iphone,android,cord,charger,location,controller,tv,battery,remote,postcard,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,,sticker,book,baby,boy,doll,hair,ponytail,girl,flower,suit,sweatpants,comfortable,sign,gren,traffic,highway,drive,car,fast,go,dow,word,speak,bottle,water,speed,motorcycle,shift,lane,change,white,yellow,truck,sedan,tractor,lane,building,hospital,medicine,doctor,prescription,pharmacist,pharmacy,pill,medicine,liquid,solid,mail,distribution,envelope,blue,mall,cheesecake,eat,dinner,car,cross,church,cross,religion,veil,hair,cover,christian,black,colors,book,crayon,markers,amazon,shopping,yeti,drinkware,thermos,deals,sale,baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,,bulgaria,palestine,bottle,climate,change,hot,ocean,television,celebrities,stinky,deodoranr,headband,hair,clip,river,otter,giant,fish,crustacean,school,hawaii,emergency,intercom,slay,bestie,fidget,neurodivergent,extra,tongue,chiropractor,toothbrush,gravity,universe,small,bird,indigenous,connected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,,paint,canvas,top,chain,bike,grass,tree,root,gas,vase,water,dolphin,germ,pill,vaccine,needle,wipes,headphones,diary,bottle,towel,hotel,card,sympathy,ego,mirror,mind,app,phone,labratory,focus,upsetting,neon,night,sidewalk,cement,Roman,architecture,plumbing,hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,,football,soccer,baseball,basketball,touch,feel,love,heart,lungs,organs,skin,lotion,cream,hair,scalp,dandruff,shampoo,store,shirts,marvel,hero,911,terrorist,gaza,hamas,israel,zionism,zemurray,banana,panama,canal,boat,water,ocean,salt,waves,surf,beach,suntan,red,burn,fire,fireman,brother-in-law,sister,nephew,kid,baby,pacifier,crib,rock,song,lullaby,sad,emotion,crying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,,lavender,walks,through,floor,under,rug,ceiling,above,door,solar,panel,energy,moon,in,sky,wonder,more,life,curious,toddler,plays,dog,chased,cat,color,me,blue,red,party,door,jack,of,trades,pumpkin,kingg,halloween,samhian,celtic,lore,christmas,is,coming,pillow,covers,always,blanket,in,cold,curtains,for,room,water,for,life,rivers,run,ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,,medical,weight,fatigue,drug,medication,management,disease,state,symptom,keyboard,mouse,screen,game,video,entertainment,manicure,pamper,art,watercolor,abstract,painting,tubes,pans,cakes,gouache,oil,acrylic,knit,sew,crochet,yarn,fabric,fiber,needle,hook,enjoyment,relaxation,clay,pottery,glazing,breaking,snapping,play,run,walk,jump,skip,hop,cat,dog,veterinarian,illness,assessment,treatment,spend,drive,park,wait,brake,lock,key,doorknob,cabinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,,cloud,dirt,ant,bug,garden,sky,time,watch,clock,house,car,drive,park,leaves,clean,fall,winter,sprting,spring,summer,beach,sun,stars,moon,space,planet,grass,cows,barn,farm,dogs,cats,hats,mats,basement,bathroom,mouse,grasshopper,shopper,block,mall,store,clothes,shoes,garage,cement,book,page,word,letter,paragraph,sentence,period,comma,coma,hospital,doctor,nurse,needle,blood,shot,vaccine,paper,printer,computer,phone,application,bill,payment,wire,check,audio,raise,least,most,have,spray,candle,pen,pencil,goat,sheep,lion,tiger,turtle,marker,highlight,spread,closet,blanket,socks,ink,squid,jellyfish,shark,dolphin,starfish,crab,,,,,,,,,,,,,,,,,,,,,,
1096,,dog,bark,tree,leaf,summer,fall,grass,sunshine,beach,ocean,sand,travel,plane,sky,night,moon,stars,telescope,backyard,fire,drinks,party,family,friends,gathering,happy,sad,blue,foggy,graves,halloween,pumkins,carving,scary,horror,movies,rain,gloomy,walking,trails,nature,mountains,river,stream,salmon,bears,hunting,rifle,deer,rabbits,parks,trees,oak,acorns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,,School,Classes,students,teachers,lockers,assignments,Tests,Quizes,Presentations,Principal,Admin,Bus,Home,Parents,Relax,Sleep,Pets,Games,Walking,Park,Sports,Talking,Nature,FOuntain,Running,Fall,Grass,Flowers,Wildlife,Building,Empty,Return,Clothes,Brush,Teeth,Lie,Sit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,,portal,technology,innovation,science,engineering,robots,physics,computerscience,algorithm,metrics,meter,measurement,longitude,latitude,horizon,equator,Tropical,Banana,yellow,Dog,Bark,Loud,Sound,Waves,Physics,College,Studying,Friends,Relationships,Intense,Videogame,Controller,Buttons,Plastic,Island,Turtles,Climate,Sea,Florida,Cubano,Miami,Vice,Vegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,,noon,shootout,west,cowboy,horse,shoe,nike,athlete,basketball,jump,hoop,hula,dancer,ballet,slipper,eel,fish,hook,line,sinker,float,innertube,tire,bicycle,race,travel,nature,monkeys,jungle,bugs,rain,precipitation,blizzard,shovel,driveway,car,license,gun,rifle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,,giraffe,keeper,enclosure,fence,rhino,zoo,aza,top,gate,people,guests,hippo,cat,dog,guinea,pig,ferret,fish,dog,bird,entrance,money,ticket,igloo,waterfall,swing,enrichment,game,cards,table,chair,sofa,couch,light,dark,night,day,sun,moon,rainbow,class,book,study,exam,text,answers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,,blah,lotion,fence,laptop,indeed,why,what,where,who,screen,ground,sky,bill,lamp,desk,random,computer,suck,tree,bird,flower,okay,hot,heater,heart,high,hippy,house,hat,horse,gate,golf,girl,get,intrinsic,involve,involvement,inch,inching,centimeter,centipede,fly,no,go,skirt,orange,power,pillow,yellow,yell,rug,carpet,cap,cat,black,band,rubber,wall,paint,study,research,doing,yes,key,shoe,stop,look,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,,bed,child,teach,read,learn,rain,wind,sun,moon,letter,ladder,mind,son,daughter,mend,soon,tie,lie,need,seed,lend,mend,pool,pot,pill,doll,look,see,seem,sent,wash,win,lose,draw,connect,comet,star,shadow,worn,torn,tire,fire,want,was,sad,sand,land,late,hang,lot,dime,penny,quarter,you,her,she,he,man,woman,fan,dad,mad,mom,stomp,amp,lamp,camp,find,behind,raw,awe,cat,rat,hat,sat,mat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,,tree,shrub,bush,flower,ants,lions,tiger,elephants,cat,dog,bird,bat,ball,field,game,monopoly,money,cents,centipede,worm,cardinal,owl,hawk,dolphin,whale,fish,perch,trout,minnows,salmon,water,ocean,river,stream,creek,creak,wood,harness,leash,ears,toes,eyes,eyebrow,nose,forehead,hair,head,neck,chin,cheek,makeup,eyeliner,blush,foundation,powder,setting,brush,curler,dryer,towel,shower,soap,shampoo,conditioner,lotion,oil,face,chest,stomach,muscles,arm,leg,elbow,wrist,hand,fingers,thumb,nails,fingernail,knee,bones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,,dog,bat,ball,frame,photo,chair,dish,couch,television,radio,clock,daughter,camera,book,glass,phone,brush,headphones,cat,window,door,tree,boc,router,dvd,game,record,cd,table,flower,coffee,cup,pen,pencil,card,kleenix,napkin,fork,spoon,knife,keyboard,mouse,pad,case,clipboard,paper,newspaper,magazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,,towel,beach,water,shark,week,month,year,season,basketball,team,suns,phoenix,trophy,twitter,stupid,people,animals,love,shelter,donate,money,work,freelance,design,interface,clear,lists,organization,order,herd,goats,stinky,ugly,bearded,perfect,horns,bashing,judging,glare,intense,wild,wilderness,forest,dark,clouds,mountain,hiking,northwest,autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,,game,elephant,tiger,dog,cat,tree,owl,hammer,drill,amazing,cheetah,africa,europe,asia,japan,korea,canada,snow,rain,clouds,air,earth,mars,saturn,jupiter,pluto,moon,sun,planets,solar,stars,storm,hurricane,tornado,flat,hills,mountain,seasonal,autumn,summer,spring,winter,january,december,october,may,june,july,august,september,mail,court,car,carnival,disney,universal,orlando,florida,reading,science,history,historyscience,alligator,waterfall,lake,ocean,pond,frogs,ribbon,bow,arrow,spear,sword,finished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,,give,hate,love,gone,laugh,steal,jump,sit,clap,window,ugly,beautiful,pant,point,hand,tongue,feet,kick,ball,gun,paint,bus,car,truck,ship,neat,dirty,dump,refuse,use,fit,spare,pair,repair,aparment,rat,ram,pink,red,yell,ill,sick,tired,boot,boat,lion,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,,book,read,tree,tb,dietcoke,soda,window,shade,friend,joke,keep,try,people,dissertation,ethics,research,well,begin,life,meaning,place,physical,activity,exercise,love,reason,go,home,death,quest,forever,how,family,reflect,house,hair,ring,jewelry,lifestyle,nature,tree,bush,camping,fire,mushrooms,rice,meat,diet,culture,image,selfesteem,car,muscle,motorcycle,wine,water,beverage,jam,child,make,cookies,halloween,neighborhood,culdesac,belonging,drugs,meth,heroin,schizophrenia,mental,illness,cabinet,garage,party,shame,sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,,mashed,car,table,ants,beard,cat,scorpion,pen,cattle,monitor,bee,song,breast,chick,friend,fat,fabulous,fan,front,fridge,card,desk,people,candy,smoke,cand,candle,blanket,seen,seed,forcast,sun,crisp,pillow,bed,closet,chair,baseboard,wall,walker,wait,waist,fish,squirrel,antelope,zebra,ministetr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
