ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122
3004,body,mind,brain,memory,childhood,school,friends,party,birthday,cake,sweet,sugar,cream,cheese,pizza,breakfast,diet,exercise,fitness,yoga,freshness,nature,trees,forest,wildlife,animals,lion,king,queen,palace,history,kingdom,palace,luxury,diamond,necklace,jewelry,valuable,trust,relationship,love,affection,trueness,baby,smile,happy,enjoyment,vacation,beach,ocean,s, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3006,water,wet,cold,warm,soft,comforting,nice,good,happy,emotion,nature,earth,pleased,tree,interesting,bored,tired,annoyed,minutes,task,thinking,brain,throughts,human,person,empty,frustrated,uncertain,sad,angry,chair,house,things,own,money,green,cash,spending,rewards,effort,greed,want,shoe,foot,sock,clothing,dress,shirt,more,bright,pants,top,necklace,earrings,silver,gold,interesting,wanting,eat,hungry,thinking,stocks,eager,market,amazon,spending,products,social,media,writing,paper,pencil,drawing,image,creative,art,artist,words,task,minutes,clock,waiting,time,ticking,tock,more,paid,check,patience,numbers,adding,calc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3007,water,wet,dry,blue,thirsty,sand,desert,apples,red,taylor,clothes,silk,spider,web,superhero,cape,fabric,stain,dirt,brown,hair,smooth,silk,spider,egg,rabbit,carrot,orange,juice,grape,purple,rain,wet,raincoat,yellow,sun,hot,burn,aloe,smelly,gas,car,honda,white,cloud,sky,blue,moon,cheese,yellow,monkey,fur,bugs,ladybug,spots,dog,firehouse,helmet,plastic,bottle,sprite,lemon,yellow,hat,baseball,crowd,virus,needle,blood,bandage,sticky,jelly,grape,squish,shoes,heels,pain,ice,cold,winter,snow,outside,snowman,carrot,rabbit,fur,keychain,keys,lock,house,couch,pillow,sleep,dark,quiet,bell,school,class,desk,teacher,apple,worm,disect,smell,shampoo,, , , , , , , , , , , , , , , , ,
3009,water,wet,ocean,fish,coral,seaweed,green,grass,sky,blue,music,sound,hearing,smelling,food,eating,steak,fork,spoon,icecream,desert,treat,spoil,fun,laughter,smile,teeth,dentist,toothbrush,toothpaste,floss,dance,charleston,south,north,west,eat,food,delicious,meals,family,together,welcome,mat,store,walking,shoes,socks,feet,pedicure,saloon,beauty,health,wellness,content,happy,joy,winter,christmas,presents,tree,acorn,oak,leaves,raking,lawn,mow,cow,spots,moo,farm,farmer,person,community,local,village,town,city,nightlife,out,burger,grill,beer,cold,winter,snow,ice,tranquility,peace,spa,sauna,hot,heat,summer,outside,enjoy,skateboard,skatepark,tr, , , , , , , , , , , , , , , , , , , , , , , ,
3016,water,bucket,hat,cap,bottle,coke,diet,food,eating,drinking,alcohol,beer,belly,stomach,ache,pain,hurt,harm,assault,jail,prison,cage,bird,hawk,eagle,symbol,association,club,bat,ball,basketball,sport,polo,horse,wild,jungle,humid,tropics,beach,vacation,break,shatter,pieces,parts,gears,clock,time,infinite,forever,eternal,lasting,friendship,companionship,relationship,love,hate,fear,scared,cat,dog,pet,family,home,house,brick,ti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3017,water,ice,drink,soda,sugar,candy,strawberry,fruit,orange,color,crayon,child,school,book,reading,smart,glasses,eyes,see,hear,speak,talk,friend,lunch,eat,food,steak,meat,animal,dog,pet,tail,wag,happy,smile,kindness,nurse,doctor,hospital,patient,person,human,evolution,science,facts,theory,guess,jeans,pants,blue,sky,clouds,rain,wet,water,puddle,boots,work,job,salary,paycheck,bank,deposit,money,green,grass,lawn,house,home,furniture,decoration,design,taste,expensive,rich,wealthy,elite,politics,president,office,chair,desk,cubicle,boss,duty,hours,weeks,months,time,clock,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3024,body,armor,chain,link,game,score,basket,weave,blanket,warm,summer,hot,coffee,caffiene,sleep,night,walker,zombie,land,forrest,tree,monkey,ape,gorilla,mist,rain,snow,winter,awesome,sauce,tomato,salad,lettuce,dressing,ranch,netflix,expensive,diamonds',clarity,words,language,english,school,math,subject,history,europe,france,crazy,lunatic,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3026,body,finger,hand,arm,shoulder,bicep,collarbone,neck,back,abs,breasts,stomach,belly,navel,chest,heart,leg,knee,feet,toes,head,heair,tongue,eyes,nose,mouth,teeth,ears,head,limbs,body,,,brain,skull,bones,skin,biceps,muscles,blood,bloodstream,ribs,throat,nails,cheeks,chin,eyelids,earlobes,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3028,water,wet,rain,drop,hat,cat,food,truck,stop,light,house,fence,grass,cut,hair,dye,paint,color,sky,cloud,sun,moon,space,mars,alien,ship,sea,fish,dolphin,pet,dog,cat,fur,ball,baseball,basketball,football,sport,fnas,fans,support,team,work,truck,driver,gas,fuel,milage,meter,connection,internet,wifi,privacy,snoop,sneak,steal,goods,stock,market,place,house,sitter,child,baby,doll,crib,bed,rock,roll,paper,plane,flight,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3029,body,arm,top,pants,army,cloud,earth,man,god,animal,watch,car,road,rod,fingernail,doctor,bed,atool,cow,metal,ring,telephone,single,house,grass,mountain,chicken,carrot,wall,water,terrible,urine,concrete,stale,rum,ticket,music,people,negative,color,hat,marble,second,star,black,mission,many,food,now,heavy,tamberine,talking,baby,nipple,harmony,slack,sway,neptune,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3031,body,dress,shrit,pant,belt,pant,shirt,shruge,chudi,shawl,saree,gym,toneup,muscles,workout,exercise,do,walking,bra,panty,watch,timex,rollex,titan,digital,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3033,body,part,heart,cardiac,muscle,myofascial,massage,oil,change,seasons,greetings,hello,goodbye,partings,meetings,ways,days,nights,moon,stars,celebrities,fame,awards,recognition,success,money,happiness,joy,peace,love,caring,tenderness,honesty,truth,sass,shade,tea,rude,churlish,chicanery,disrespect,defeatist,nihilist,hopeless,dark,stormy,rain,thunder,lightning,mcqueen,steve,bannon,kelly,friend,partner,cooperation,difficulties,ease,pain,aspirin,headache,sinus,cavity,cave,stalactites,stalagmites,minerals,bats,halloween,candy,cavities,flossing,brushing,hair,dye,bright,colorful,alive,dead,gone,empty,nothing,darkness,light,force,physics,vector,math,chemistry,pain,pleasure,joy,genuine,truthful,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3035,body,human,boy,girl,school,teacher,university,degree,tuition,loan,money,job,work,hard,easy,game,home,family,dinner,fun,happy,always,often,sometimes,vacation,beach,swim,water,cold,sun,summer,winter,christmas,presents,tree,together,family,marriage,young,old,sick,medicine,doctor,hospital,er,crowded,wait,alone,sad,depressed,help,friends,party,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3036,water,wet,damp,pool,rain,splash,ocean,pond,lake,drink,sponge,drops,ice,snow,fog,cloud,sky,sun,bright,shine,flashlight,beach,tree,grass,dew,moist,sweat,hot,heat,sun,summer,waves,sand,shore,music,dance,drink,relax,tan,walk,exercise,spandex,black,dark,light,weather,sunny,health,eating,diet,drink,slim,good,great,happpy,happy,long,t, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3040,water,pail,bucket,sand,toes,feet,shoes,sandles,summer,warm,cozy,winter,snow,driving,car,new,fresh,clean,good,nice,kind,friend,love,heart,goodnes,spiritual,deep,ocean,whales,graceful,free,wind,hot,tamale,food,yummy,gummibears,sour,tart,cherries,summer,hikinkg,nature,trees,green,alive,full,enriching,knowledge,ability,secure,moeny,safety,calm,peaceful,kind,open,closed,traffic,smog,haze,photos,nature,verdant,lush,healthy,balanced,calm,quiet,restful,giving,generou, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3041,water,sea,ocean,land,boat,cruise,wind,car,lever,pull,break,push,repair,damage,engineering,architect,house,home,family,love,marriage,fight,cry,wale,wake,wade,presssure,distance,recover,shorten,length,believe,receive,fan,air,globe,warming,virus,epidemic,pandemic,fear,disaster,healing,shooting,riffle,gun,rights,stop,killing,abortion,fighter,jets,sword,male,female,make,child,play,street,schooling,intelligence,infusion,drugs,cure,death,darkness,abyss,disease,repeat,trick,nice,superstitious,gods,religion,fans,fanatics,music,artiste,artist,paint,correct,refute,provide,misguide,approve,honor,displease,confuse,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3043,body,type,set,place,outdoors,help,kit,aid,medical,attire,clothes,shirt,coat,cold,woods,snow,arctic,antarctic,polar,bear,animal,cat,hawk,bird,fly,airplane,wings,air,land,sea,space,planet,earth,water,wet,submarine,ship,boat,dock,load,haul,truck,freight,highway,car,drive,steer,window,house,place,location,country,state,city,town,village,hamlet,shakespeare,story,tale,poem,art,painting,illustration,drawing,raffle,prize,reward,money,cash,gold,jewelry,valuables,store,shopping,grocery,food,banana,strawberry,grape,raisin,chocolate,dessert,cream,coffee,toffee,candy,gummy,tire,wheel,car,engine,fuel,fire,marshmallow,soup,lentil,pea,cabbage,sauerkraut,potatoes,spaghetti,sauce,alfredo,cheese,pasta,italy,linguine,tuscany,rome,vatican,church,worship,god,, , , , , , , ,
3046,water,drink,beverage,liquid,wet,water,ocean,deep,low,down,south,lower,travel,moving,active,movement,activity,ocean,life,fish,eat,food,protein,survival,life,earth,planet,universe,planets,sun,earth,atmosphere,rain,water,needed,survival,animals,humans,body,drink,fresh,salt,hydrate,life,needs,food,living,biological,cells,body,movement,activity,brain,body,water,sea,lake,river,stream,nature,rain,snow,sleet,hail,sky,clouds,sun,weather,normal,natural,differences,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3049,body,parts,pieces,many,lots,land,trees,forest,mountains,skiing,snow,winter,cold,sweater,pants,jeans,cowboy,horse,corral,ranch,western,movie,theatre,music,radio,car,wheels,tires,junkyard,truck,highway,signs,restaurant,menu,plastic,cups,straws,paper,pencil,bag,backpack,school,desk,books,locker,sports,stadium,basketball,court,net,fishing,boat,water,waves,surfing,sun,tan,towel,laundry,dryer,pajamas,bed,pillow,clock,watch,bracelet,necklace,gift,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3050,body,wash,soap,cloth,fabric,stain,grass,mow,gas,price,dollars,money,bank,teller,work,job,computer,keyboard,type,fingers,hand,wrist,arm,elbow,tennis,ball,dog,hairy,sweep,broom,dirt,mud,rain,clouds,sky,birds,poop,clean,disinfect,chemicals,bottle,spray,wet,dry,towel,laundry,soap,store,cart,apples,fruit,sweet,sour,bland,boring,phone,text,chat,driveway,car,oil,price,low,high,stoner,weed,flower,buds,grow,green,red,blue,yellow,caution,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3052,body,mind,body,mind,brain,thinking,learning,school,friends,fun,beach,water,fish,food,german,flag,america,beautiful,katy,music,edm,love,heartbreak,pain,love,hurt,bite,fun,concert,celebrity,annoying,barking,dog,cat,bird,loud,bass,car,mustang,ford,great,hockey,lightning,storm,rain,soothing,relax,dark,candle,romantic,lacking,spouse,mean,sad,tears,water,fishing,waves,jetski,fun,outdoor,sun,hot,sweaty,fever,sick,flu,contagious,gross,feet,nasty,stinky,skunk,smell,gardenia,flower,spring,pretty,mom,died,upset,feelings,gross,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3053,water,ice,water,snow,hill,mountain,trees,birds,feathers,bugs,wings,insect,eyes,looking,glass,mirror,reflection,person,face,hair,skin,hands,fingers,fingernails,trimmer,makeup,fashion,clothes,accessories,bracelet,necklace,earrings,plastic,metal,building,windows,structure,office,workplace,cubicles,desks,chairs,computers,technology,customers,money,business,profits,company,city,traveling,landmarks,highways,roads,sights,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3060,body,human,person,life,healthy,workout,exercise,walking,running,neighborhood,friendly,people,pets,dogs,training,behavior,actions,hobbies,sports,football,game,play,fun,enjoyment,laugh,happy,friends,party,together,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3061,body,work,hard,day,time,ending,soon,after,where,here,there,everywhere,love,family,kids,parents,play,time,rolex,watch,everyone,love,earth,plants,trees,animals,humans,aliens,space,stars,planets,moons,comets,milkway,galaxy,god,jesus,worship,church,sunday,bible,book,shakespeare,romeo,juliet,plays,kids,school,books,computers,teachers,learn,kids,play,outside,daytime,sun,clouds,air,breathing,o, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3063,body,soap,shower,water,drink,eat,sleep,bed,pillow,soft,hard,difficult,tired,drained,full,empty,broken,unhinged,sane,calm,rested,content,happy,sufficient,prepared,proficient,smart,good,best,easy,struggle,hardship,stuck,moving,fortunate,lucky,earn,learn,excel,power,loyalty,team,community,friendship,family,trauma,injury,damage,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3066,body,water,ocean,sea,fish,life,connect,seperate,divide,parts,torso,arms,link,connection,together,apart,divided,apart,across,bridge,over,cross,end,finale,period,end,life,cold,closed,take,greed,rich,extort,compulsive,order,march,sargent,army,country,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3067,water,water,roop,loop,type,dog,cat,gote,seepe,apple,banana,papaya,van,store,jeep,one,ten,fish,elephant,rate,rat,honest,come,happy,sad,world,domestic,boot,boat,next,man,meet,mom,boring,calendar,forest,yellow,blue,may,green,red,waite, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3068,body,mind,soul,spirit,being,conscience,right,wrong,choices,decisions,dilemma,problem,solution,fix,repair,patch,eye,sight,vision,glasses,contacts,seeing,reading,interpreting,learning,exploring,creating,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3071,water,cup,coffee,hot,cocoa,cold,ice,cube,square,box,gift,christmas,tree,nature,mountains,high,ladder,roof,house,home,comfy,blanket,warm,sun,bright,light,bulb,glass,cup,drink,water,swim,summer,warm,water,lake,fish,food,eat,lunch,sandwich,turkey,thanksgiving,family,love,care,kind,heart,love,children,kids,little,small,tiny,ant,insect,bu,bug,pest,fly,picnic,chicken,fried,food,eat,pizza,football,sunday,family,fun,party,food,drinks,icetea,cold,winter,snow,storm,blizzard,freeze,ice,cream,summer,outdoors,camping,tent,sleepingbag,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3075,body,part,piece,one,two,birds,nest,google,search,find,seek,reward,treasure,gold,rich,people,greed,wealth,inequality,socialism,capitalism,exploitation,working,suffering,life,open,vast,fast,fleeting,short,time,continuous,daunting,uneventful,series,books,stories,tragedy,romeo,shakespeare,english,tea,cup,starbucks,coronavirus,pandemic,disease,elderly,old,dying,depressing,octagenarion,buffett,rich,generous,poor,mcdonalds,burgers,fries,ketchup,tomatoes,farm,stardew,community,values,together,honest,fair,dirt,harvest,corn,flour,tortilla,burritos,salsa,hispanic,spanish,language,communication,language,information,spread,ideas,thinkers,davinci,airplane,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3076,water,fall,slip,ice,snow,cold,winter,seasons,weather,fall,rain,thunderstorm,lightning,wind,calm,peaceful,thoughts,emotions,ideas,paper,drawing,writing,creative,thinking,paper,notepade,notes,books,reading,hobby,crafts,hiking,outside,trees,trail,dirt,leaves,garden,plants,vegetables,food,dinner,salad,rabbit,animal,dog,cat,mouse,cheese,pizza,italy,history,stories,tales,folklore,myths,religion,fake,plants,bambi,deer,skunk,rabbit,hunter,season,summer,beach,water,ocean,sand,sailing,breeze,sunset,sunrise,sky,clouds,night,stars,moon,dark,walk,later,late,relax,,,sidewalk,city,buildings,cement,concrete,road,driving,trip,vacatio,, , , , , , , , , , , , , , , , , , , , , , , , , , ,
3077,water,water,pool,river,ocean,sea,fish,crab,mountain,deep,shark,tortoise,whale,dolphin,move,car,rock,lion,zinc,sulphur,house,sodium,laptop,electricity,lamp,mouse,code,cod,rod,eye,mouth,lips,mouth,ear,hands,leg,mooth,mice,raizo,ten,three,shape,colour,red,blue,kill,kin,relative,diamond,yen,dollar,in,iron,dark,light,angel,demon,heaven,space,rules,law,spirits,demons,dimensions,astral,zion,isreal,britain,america,europe,africa,asia,china,iraq,iran,malta,screen,zoom,skip,room,lips,cup,headset,cable,bible,scriptures,jesus,lord,god,lord,matthew,john,james,bathelom, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3078,water,wet,blue,rippling,pond,lake,faucet,sea,ocean,marine,bath,shower,rain,sprinkler,sprinkling,drink,bottled,spring,stream,tears,pool,swim,ice,liquid,waves,surf,puddle,dasani,aquafina,h2o,hose,lake,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3082,water,fluid,moist,wet,rain,downpour,humid,liquid,flow,aqua,spring,river,ocean,lake,dam,stream,gas,air,weather,atmosphere,cloud,hydrogen,atoms,molecules,ions,carbon,oxygen,combustion,hydrocarbon,carbon,oxide,oxidation,metallic,metals,chain,reaction,chemistry,flor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3084,body,eye,view,mountain,large,car,fast,train,passanger,travel,america,whitepeople,english,international,flight,airbus,worldbest,wrestler,mohammedali,pakistan,terrorism,crime,police,comtroller,remote,tv]\\,shows,acting,peo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3086,body,health,food,money,store,car,park,garage,tools,mechanic,job,manager,supervisor,employee,worker,construction,building,hammer,nail,finger,hand,print,paper,printer,ink,cartridge,scanner,scan,document,tax,income,wage,salary,monthly,weekly,yearly,holiday,christmas,presents,fun,play,park,swing,tire,vehicle,automobile,transportation,bus,train,railroad,stop,go,ahead,backward,away,gone,forever,eternity,long,distance,yards,football,field,referee,player,ball,basketball,court,rim,dunk,shoot,three,numbers,counting,digits,cash,bank,fund,trust,trusting,truthful,honest,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3088,body,mind,brain,organ,kidney,beans,chili,spicy,pepper,salt,molecule,cell,jail,prison,crime,felony,illegal,theft,steal,base,sports,basketball,court,tennis,pong,atari,video,audio,television,radio,commercial,product,capitalism,unsustainable,extinct,climate,animal,seal,iceberg,boat,motor,car,wheel,tire,rubber,eraser,pencil,ruler,kingdom,monarchy,president,fascism,italy,boot,shoe,lace,underwear,boxers,martial,law,rules,authority,defy,submit,increase,money,coin,gold,silver,copper,bronze,brass,bass,treble,music,metal,aluminum,tin,foil,ruin,ruins,history,war,battle,struggle,famine,recession,stocks,market,trade,barter,haggle,negotiate,talk,conversate,speak,speaker,, , , , , , , , , , , , , , , , , , , , , , , , ,
3090,body,lotion,skin,cream,ofwheat,cereal,cornflakes,morning,blues,guitar,strings,violins,orchestra,conductor,music,instruments,horns,brass,trumpet,trombone,tuba,saxophone,clarint,drums,piano,keyboard,bass,rhythm,beat,tempo,slow,fast,car,drive,street,race,win,lose,gain,loss,fishing,string,violin,guitar,mandolin,cello,viola,mozart,bach,harpsichord,chamber,music,emperor,austrian,benevolent,nice,educated,ballet,dance,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
