ID,cue,word 0,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93
1159,,rapid,fast,brisk,swift,speedy,go,now,hurry,positive,negative,short,slow,fleet,whirlwind,snappy,lazy,sluggish,unhurried,tardy,early,party,idle,inert,creepy,dormant,no,yes,naybe,maybe,creative,prudent,logical,literate,school,children,train,glue,crafty,foxy,vibrant,survive,world,existent,prevail,vital,current,event,end,chaos,caution,fire,widn,wind,storm,hurrican,hurricane,tornado,numbers,dates,time,portal,craft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,,today,tomorrow,day,night,sun,rain,umbrella,raincoat,shoes,hat,slacks,shirt,earrings,glasses,socks,chair,couch,table,car,train,bus,seat,bench,store,path,trail,park,walk,hike,run,away,window,door,garage,house,livingroom,kitchen,bathroom,coffee,plate,cookie,cup,glass,talk,conversation,ideas,share,berries,stawberry,apple,tree,bush,tomato,squash,plate,fork,porch,swing,steps,bugs,candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,,tobacco,sex,marijuana,drugs,wood,shed,television,keyboard,air,condition,dark,light,computer,laptop,mouse,music,silence,tabs,sequence,word,rating,money,cash,poor,rich,broke,abundance,bum,disrespected,respect,pay,income,taxes,revenue43,knife,tool,typo,bitch,okay,what,who,why,cat,dog,elephant,companion,girlfriend,boyfriend,weird,spirit,mechanical,automobile,car,bicycle,bike,motor,when,is,this,over,sky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,,dolphins,broncos,bears,chiefs,jets,icecream,food,drink,bread,spaghetti,iphone,tmobile,verizon,car,buick,paper,ruler,pen,pencil,marker,file,computer,imac,windows,microsoft,apple,pop,pizza,highway,interstate,politics,midwest,east,west,road,south,baseball,basketball,snowblower,snow],radio,cd,casette,dvd,ocean,tornado,cyclone,hail,rain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,,sleep,life,cheese,computer,keyboard,brush,television,table,soda,beer,icecream,pen,tweezers,cord,chips,glasses,pants,shirt,window,fan,headphones,what,deoderant,speakers,mat,can,paper,chair,bed,mouse,clothes,tofu,rice,eggs,bacon,phone,internet,neighbor,demise,hate,love,death,robots,pain,blood,hate,curse,tshirt,whatever,boredom,survey,lonely,regret,sadness,walk,song,step,walking,rain,snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,,cow,farm,truck,pig,fence,wood,nail,tree,cut,lumber,forest,bird,fly,airplane,passenger,human,person,worker,paid,unhappy,poor,inflation,money,greed,capitalism,oligarch,company,monopoly,boardgame,children,fun,play,toy,plastic,expensive,overpriced,cheap,manufactured,factory,underpaid,depressed,sad,motivated,depressed,sad,hopeless,pointless,give,up,try,fail,dissapointed,parent,lonely,sad,hopeful,online,internet,dating,attractive,woman,relationship,girlfriend,dating,intimate,fun,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,,tree,leaf,fall,pumpkin,orange,fruit,apple,red,firetruck,dalmation,dog,lab,needle,doctor,hospital,illness,old,gray,hair,brown,girl,eyes,blue,sky,space,astronaut,alien,green,booger,slime,duck,song,sing,choir,school,study,books,library,crafts,art,paintings,easel,paint,watercolor,pastel,sky,bird,racoon,trash,city,street,car,walk,crosswalk,man,woman,marriage,old,gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,,chair,table,dining,guests,fun,laughter,socializing,family,love,food,joy,together,love,home,honored,conversation,learn,listen,intimacy,cozy,sons,kids,heart,open,privilege,friend,yard,experience,discovery,processing,fun,joy,love,heart,woounds,fall,colors,autumn,seasons,pretty,leaves,cooling,weather,lover,passion,intimacy,love,closeness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,,apple,tree,grass,branch,sky,blue,clowd,rain,girl,boy,spring,warm,leaves,cat,dog,run,fruit,peach,mist,snow,table,chair,goat,village,field,peasant,shed,lake,pond,water,creek,man,moon,night,glow,stars,mood,sad,smile,grin,noon,morning,afternoon,day,length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,,cat,dog,mouse,hat,golf,chair,kitten,floor,house,roof,ceiling,tile,chimney,santa,christmas,elf,tree,forest,hiking,camping,shoes,boots,heels,bag,purse,outfit,fashion,newyork,city,lights,buildings,road,traffic,taxi,car,tire,wheels,seat,cushion,fabric,textile,pattern,pretty,makeup,skin,eyes,body,hair,legs,arms,shirt,pocke,pen,notebook,laptop,desk,work,hate,job,busy,life,sad,feelings,friend,life,sad,tragic,accident,car,crash,story,ending,happy,ending,life,sad,lady,story,book,people,life,fake,rumor,tales,lady,mean,,,,,,,,
1185,,dog,park,bone,meal,ramen,noodles,pasta,tomato,sauce,cheese,bread,garlic,plant,tulip,flower,daisy,buchanan,james,marvel,soldier,captain,ship,pirate,flag,sword,shield,hammer,axe,bow,arrow,renaissance,fair,joust,horse,saddle,bridle,reins,bit,clean,leather,conditioner,hair,dye,cut,color,salon,talking,sales,hair,color,cut,pretty,expensive,selling,telephone,spam,text,friends,annoyed,loud,sensitive,hurt,pain,bandage,wrap,elastic,clumsy,trip,fall,scrape,bloody,,,,,,,,,,,,,,,,,,,,,,,
1186,,dog,jump,cloud,sun,rose,car,ice,milk,candy,wood,table,washer,floor,grey,blue,knob,ski,snow,jacket,hat,parrot,radio,nose,bottle,cap,handle,trigger,tube,cloth,soap,file,brush,paste,hammer,block,tool,light,grass,tree,fish,pond,drive,leaves,fall,sun,hot,dry,lake,mountain,glacier,ship,ocean,seat,bench,lounge,bar,glass,ice,liquid,kids,school,books,quiet,squirrel,hole,dig,jump,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,,dog,bark,cry,meow,yell,scream,hear,eat,sleep,faced,took,bottle,water,lake,lick,like,land,lamp,loud,leave,late,lord,cord,sword,sand,sweep,fate,free,fancy,call,same,far,please,no,can,car,create,clean,camera,cold,cave,pond,park,pear,pie,peach,apple,ape,appear,fear,afraid,frame,picture,clock,shelf,shame,care,sleep,soft,cat,cuddle,fur,tail,hand,paw,cute,sweet,nice,bored,time,tame,claim,fame,funny,clever,bike,basket,candle,,,,,,,,,,,,,,,,
1189,,Money,Dark,Trash,Help,Want,Idol,Heaven,Desk,Light,Wish,Magic,Rock,Building,Car,Shoe,Microwave,Fish,Sun,Fan,Chair,Sound,Tree,Man,Pink,Wow,Love,Unique,Mate,Own,Attentive,Maybe,Foot,Eye,Find,Bye,Was,Crazy,Lover,Tame,Dance,Fight,Seek,Inside,Plug,Favorite,Food,Finger,Loud,Sneaky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,,Love,sea,mate,kind,right,demand,courage,determine,endurance,insist,cry,hate,positive,negative,fix,create,narrow,board,shift,master,globe,universe,think,keen,friend,female,path,think,care,often,observe,human,life,take,part,active,participate,endure,closer,clothes,admire,though,thought,quiet,quit,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,,Word,Book,Library,School,Teacher,Student,Friends,Recess,Lunch,Cafeteria,Milk,Food,Tired,Bus,Kids,Home,Cartoons,Disney,Nickleodeon,Spongebob,Memes,Internet,Twiter,Apps,Phone,Lazy,Comfort,Rest,Seclusion,isolation,Friend,Childhood,fun,park,bikes,swings,treats,heat,pool,kids,lonely,isolated,longing,dating,rejection,sadness,depression,alcohol,addiction,abuse,sadness,lonely,depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,,cat,dog,collar,walk,trees,water,rain,mushrooms,food,chips,fries,fair,ferriswheel,clown,rides,contests,awards,sports,volleyball,soccer,football,stadium,people,loud,quiet,money,beer,hotdogs,secuirty,badge,police,siren,boat,fish,waves,bed,sleep,morning,alarm,birds,dew,insects,birds,woman,wife,marrige,divorce,sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,,stand,stilt,high,hops,beer,glass,drink,together,alone,person,hobby,reading,relaxation,enjoyment,solitary,chair,comfortable,porch,deck,front,neighbors,associates,relatives,friends,apartment,house,condominium,room,roommate,tenant,landlord,parasite,leech,tapeworm,roundworm,organ,start,begin,line,gun,race,hurdle,dash,sprint,marathon,comete,compete,fly,soar,dive,board,water,soak,splash,nut,seed,acorn,legume,lentil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,,love,dog,fun,play,happy,joy,paradise,enjoyment,life,death,heaven,physics,quantummechanics,particles,atoms,molecules,carbon,helium,stars,supernova,black,hole,part,piece,cake,pie,chocolate,candy,apple,fruit,veggies,friends,companions,pets,cat,bird,fish,dumb,smart,intelligence,school,fascinating,intersting,weird,strange,complex,vast,vocabulary,grammar,brilliant,worldly,infamous,famous,well-known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,,peanut,wall,panda,bear,dog,cat,table,desk,water,bottle,mirror,bed,drawer,phone,mouse,pen,book,car,sad,heavy,feelings,pineapple,vacation,plane,luggage,travel,pink,wall,coat,skirt,dress,pants,shoes,marker,cookie,cupcake,sandwich,lawn,tree,project,manager,store,hat,alien,monster,ghost,pumpkin,zombie,ghoul,candyh,candy,cocktail,sweet,friend,neighbor,house,slide,lasagna,tray,guest,dinner,party,elder,lonely,widower,pet,chalk,wallet,room,cemetery,love,interest,flirt,charm,date,,,,,,,,,,,,,,,,,,,
1199,,animal,dog,friend,loyalty,values,character,person,citizen,country,America,leader,strong,powerful,big,large,knowledge,books,writer,imagination,story,plot,protagonist,villain,intrigue,mystery,solving,psychology,mind,reason,intelligence,knowledge,reading,novel,book,story,fiction,character,interesting,intriguing,complex,difficult,puzzle,solve,door,house,dwelling,habitat,place,time,universe,stars,narrate,tell,story,storyteller,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,,Happy,Smile,Excitement,Fun,Hobby,Toys,Music,Figures,Food,Games,Money,Delivery,Box,Art,Computer,Anime,Books,Software,Love,Piano,Jazz,Creativity,Freedom,Romance,Dreams,Kindness,Beauty,Market,Sweet,Thrill,Massage,Kiss,Embrace,Story,Halloween,Flower,Pumpkin,Ghost,Cute,Candy,Chocolate,Gifts,Surprise,Mask,Costume,Outfit,Mysterious,Quirky,Nerd,Glasses,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,,apple,elephant,train,night,teacher,radio,ooze,ear,radical,laser,ready,Yesterday,yawn,nope,erase,error,report,tan,nope,estimate,empty,you,rum,mother,resplendent,telephone,ensnare,erasure,elongated,destiny,yowling,granola,hamburger,rehtorical,lamb,baby,yes,suck,kangaroo,open,holy,yapping,going,gastronomy,yeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,,car,ride,horse,beach,sun,sand,shoes,walk,street,gravel,driveway,house,bedroom,bed,lamp,light,oil,massage,rest,sleep,pillow,soft,rabbit,fur,hop,jump,rope,boat,knot,sail,wate,ocean,dolphin,jump,hoop,nail,manicure,hand,hold,warm,blanket,soft,feather,bird,wing,airplane,fly,puddle,jump,splash,boot,rubber,tire,sun,shine,mirror,gold,trim,ribbon,tie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,,pie,egg,salad,rice,spoon,bread,table,dinner,cook,fire,oven,pan,fried,serve,task,order,prepare,finish,enjoy,chewy,hot,sweet,sour,salty,free,price,tip,review,sky,outdoors,activity,fun,run,exercise,gym,jump,sweat,game,calories,diet,run,treadmill,outside,sports,activities,engage,team,weights,lift,fun,muscle,pace,water,hydrate,work,friendship,stories,learning,passion,memories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,,happy,sad,despondent,elated,unique,weird,holy,righteous,indignant,valuable,evaluate,appraise,appraisal,inspect,inspection,validate,validation,document,observe,observation,notice,notify,acceptacceptance,reject,rejection,situation,scenario,scene,action,happenings,evidence,police,law,abide,dwell,organized,disorganized,house,order,disorder,home,quiet,loud,peaceful,calm,surface,exterior,facade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,,math,hard,durable,difficult,heavy,trouble,fat,ugly,old,me,now,here,sad,peter,wish,better,improve,work,time,health,death,fat,old,april,long,month,gray,color,blue,warm,red,fever,hot,total,girl,beach,sand,crab,claw,machine,pikachu,pokemon,young,little,time,fast,race,blue,house,red,ugly,door,black,matte,colors,paints,tones,tints,brush,dirty,solution,rinse,soak,ceiling,latex,flat,eggshell,purple,color,tones,old,over,clear,cloudy,clouds,summer,winter,tones,blues,greens,frost,check,cranberry,fires,flames,stories,tales,tellers,narrators,homer,,,,
1208,,candy,food,drink,water,soap,wash,dish,plate,bowl,cabinet,kitchen,window,house,place,apartment,area,location,road,street,outside,inside,indoors,porch,yard,lawn,address,school,neighbor,neighborhood,college,town,city,state,country,county,university,teacher,student,learn,subject,math,science,geology,rocks,biology,cells,humans,people,animals,cat,dog,zebra,lion,bear,camping,tent,wish,app,dating,friend,date,dinner,money,online,alcohol,lunch,new,meet,outfit,boyfriend,wife,married,marriage,wedding,love,desire,lust,sex,together,,,,,,,,,,,,,,,
1212,,dig,dog,lab,pop,rat,tip,top,log,jet,read,about,gave,habit,try,gut,give,away,seat,beat,neat,guy,woman,girl,nephew,adrenal ,adrenalin ,asked ,was,want ,way ,watch ,wants ,wait ,wanted ,watching ,service ,services ,server ,series ,serious ,serve ,servers ,search ,send ,security ,am ,are ,as ,all ,an ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,,ocean,beach,waves,fish,sand,wind,birds,sky,clouds,sunshine,hot,vacation,day,trip,house,window,door,porch,chair,seat,table,plate,food,fork,spoon,knife,glass,drink,beer,wine,dinner,dessert,pie,cake,snack,chips,peanut,cookie,movie,popcorn,butter,drink,soda,movie,theater,seat,recline,relax,bud,flower,plant,tree,garden,vegetables,pepper,spicy,spicy,food,hot,sauce,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,,autism,psychology,communication,reunion,pathway,adventure,criminology,grossery,machine,household,colourful,colony,casing,printer,colony,submarine,dredge,forest,urban,rural,opening,fiance,finance,adventure,advantage,mouse,bunch,philantropy,merciful,hunger,angry,course,curosity,typical,manufacture,company,refinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,,hello,girl,house,seth,fun,pillow,food,more,diet,foot,ice,dog,happy,good,vitamin,lotion,room,work,move,clothing,chile,fridge,beans,music,all,calcium,swings,stacy,crackers,play,clean,pills,water,seat,store,still,joyful,treat,step,color,studies,all,songs,long,blank,defeat,too,news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,,car,ride,gasoline,expensive,purchase,store,online,shipping,box,label,trash,bucket,water,rain,cold,sick,disease,heal,new,born,age,old,adult,married,relationship,partner,family,children,baby,play,toy,dog,stroll,park,sunset,sun,clouds,weather,year,sad,worried,curious,learn,know,entertain,keep,continue,talk,socialize,neighbor,trouble,privacy,issue,misunderstanding,worst,confusion,knowledge,friendship,meeting,drink,food,money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,,yellow,color,rain,grass,shoe,late,sun,paper,warm,hungry,hair,spin,exercise,sweat,speaker,people,tired,blank,words,steam,type,letter,name,write,turn,dark,storm,brain,hurry,time,later,train,travel,man,stool,plastic,toilet,harm,guest,switch,light,hope,shelf,book,page,reading,picture,family,death,sad,despair,funeral,dark,lonely,depressed,tears,crying,comfort,help,friend,community,conversation,question,resource,looking,charity,helpful,good,trust,father,resource,,,,,,,,,,,,,,,,,,,,,,,
1235,,happy,day,today,woke,up,stairs,piano,play,music,muse,thought,game,pokemon,go,home,base,ball,play,game,over,lord,lady,girl,boy,ball,game,chess,checkers,dog,name,game,boy,bird,box,amazon,forest,trees,ranch,dressing,gown,bed,time,story,book,cinderella,tale,cat,purr,motor,car,bike,lane,laxy,dog,bark,future,planet,space,travel,vacation,spa,massage,day,time,flies,tears,happy,sunny,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,,word,book,read,letters,alphabet,soup,warm,summer,vacation,beach,ocean,fishing,boat,sea,waves,relaxing,zen,metitate,sports,football,betting,money,green,grass,lawnmower,summer,vacation,shore,beach,sand,water,hot,sun,yellow,bright,energetic,energy,alive,running,healthy,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,,Sun,Moon,Stars,Univers,Planet,EARTH,SKY,NATURE,MOON,WIND,AIR,WATER,GROUND,GRASS,NATURE,TREES,FLOWERS,ANIMALS,BEES,LAKES,OCEANS,RIVERS,PONDS,FOREST,JUNGLE,WILDLIFE,SAFARI,AMAZON,CONTINENT,COUNTRY,REGION,LION,NEIGHBORHOOD,FRIEND,PEOPLE,HUMAN,HOUSE,LAND,DESTINY,LIFE,COMMUNITY,FATE,NEIGHBOR,FRIEND,HUMAN,TALE,FATE,DESTINY,FAITH,STORY,INDIVIDUALITY,COMPANIONSHIP,FRIENDSHIP,HOUSE,FAMILY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,,word,chain,game,fun,puzzle,solve,problem,solution,satisfaction,like,prefer,pick,restaurant,dinner,food,salmon,dessert,flan,custard,pudding,cinnamon,tasty,brownie,chocolate,fudge,cook,mountain,trees,leaves,fall,autumn,red,yellow,orange,bike,ride,country,road,deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,,tree,bird,fly,plane,seats,stadium,football,injury,hospital,nurse,friend,hug,bear,forest,campfire,cozy,blankets,morning,coffee,burning,wildfire,summer,beach,tan,california,burrito,chipotle,sauce,ketchup,sadness,tears,separation,war,anger,misunderstanding,argue,pride,lion,beast,failure,test,school,hallway,lights,bright,star,celebrity,outgoing,camping,tent,cozy,sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,,water,sleep,cat,two,red,orange,black,fruit,pillow,soft,outside,rain,hop,stop,mop,cook,spoon,desk,ligh,dark,window,grass,tree,cloudy,stormy,book,long,short,carpet,work,eight,interesting,period,toilet,puke,sink,clothes,shirt,shoes,socks,watch,necklace,jewelry,who,what,where,television,boring,cool,swift,fast,slow,music,country,solo,rock,and,but,or,darn,lost,found,hidden,fox,friend,happy,on,earth,exist,virtual,wifi,internet,weather,goat,this,is,tepid,rough,lower,meow,jingle,ring,nonsensical,impossible,whoa,rapid,fade,,,,,,,
1241,,cat,dog,bird,car,crate,chair,monitor,keyboard,grape,house,mouse,tag,mag,cherry,apple,cream,power,flashlight,comb,mob,tower,power,mouse,bowl,speaker,berry,merry,clearly,power,pill,medicine,help,friend,house,truck,mud,forest,trees,clowns,elephants,zebra,mad,jar,tar,like,town,city,state,remote,control,guard,police,tree,ham,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,,level,up,fast,play,jump,grind,fly,mount,water,boat,fish,raid,people,friends,love,unity,power,siege,obtain,grow,nurture,help,follow,lead,live,die,sex,happy,sad,neutral,interested,lively,stupid,foolish,insane,membrane,tired,exhuasted,creative,creativity,relaxed,calm,mad,angry,boil,soil,toy,story,one,two,three,me,see,you,time,father,mother,son,daughter,sister,Sad,tears,online,story,love,hate,relationship,broken,glued,together,distance,sad,unfortunate,old,far,online,tough,broken,persistent,courage,constant,consistent,seeking,,,,,,,,,,,
1243,,Bail,Leave,Run,Explore,Humorous,Voting,Curious,Stress,College,Past,Depression,Joy,Medication,unable,favorite,watching,reading,typing,walking,humming,obvious,blatant,common,insane,politics,climate,earth,garden,plants,insects,anteater,Elderly,Patient,Steady,Slow,hesitation,forwardness,anxiety,fog,cloudy,gray,Learning,Exploring,Curiosity,Oblivious,Risky,aware,careful,smile,mask,hiding,avoiding,assistance,social,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,,mold,mushroom,alfredo,chicken,melons,vines,ivy,house,plumber,pipes,sink,vegetablescraps,soup,peas,ham,pig,farm,fence,mud,wallow,farmer,man,freckle,overalls,seed,kind,squash,winter,cold,snow,vermont,maine,field,apple,tree,open,elderberry,medicine,fall,september,train,baltimore,crab,duda,whole,heart,antimical,anitomical,exploded,bosheen,skull,figurine,mouse,skunk,taxidermy,numbers,rome,numeral,column,colleseum,pizza,pineapple,hawaii,funny,savage,improve,improve,improv,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,,tomato,red,circle,hard,soft,pillow,bulge,pen,pencile,school,teacher,wals,wood,blanketr,cat,dog,tail,ears,head,forehead,belly,shorts,knee,leg,keyboard,mac,apple,android,phone,tablet,museum,figurine,aquarium,mermaid,fis,donkey,fluffy,hair,wig,weave,thread,basket,kitcen,food,spatula,spoon,fork,arm,mits,oven,peace,world,john,eggs,bacon,sizzle,sound,computer,phone,tiktok,social,friends,life,help,managing,working,employing,funds,wages,retirement,disability,invest,stock,bonds,answers,advice,office,paper,printer,fax,machine,highlighter,pens,marker,lotion,chair,desk,drawer,mouse,window,city,scraper,sky,midnight
1246,,water,hot,chill,summer,fall,spring,phone,card,speaker,id,bed,paint,walls,door,sun,clouds,car,honk,toes,bottle,pencil,speaker,nails,finger,football,ucla,usc,49ers,basketball,lakers,playstation,mac,iphone,apps,music,art,diplomas,remote,socjs,art,graduate,home,nails,cross,bed,sheets,I,am,the,work,paper,pencil,pen,drinks,sleep,work,long,sleep,bed,pillow,music,sound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,,love,happy,hope,money,fun,party,beer,water,falls,swim,shorts,sun,beach,hot,pop,grill,fireworks,summer,loving,kissing,touch,smell,feel,emotion,sad,upset,happy,baseball,sports,basketball,hockey,football,soccer,tennis,America,countries,Australia,kangaroo,animal,dog,cat,snake,rabbig,rabiit,easter,holidays,christmas,newyears,halloween,thanksgiving,love,family,friends,holidays,neighbors,family,friends,hope,living,fullest,single,dates,peace,relax,smart,refresh,beach,fire,scary,halloween,ghosts,haunted,spooky,,,,,,,,,,,,,,,,,,,,,
1248,,bird,dog,collar,bowl,dinner,chili,soup,warm,winter,summer,sunshine,weather,beach,hat,pants,bikini,vacation,tropical,island,sand,beach,surf,water,waves,blue,sky,clouds,thunder,storm,rain,umbrella,lightning,tornado,house,yard,shed,barn,grass,friend,family,neighbor,party,celebrate,birthday,cake,candles,snacks,movie,treats,popcorn,theater,candy,halloween,witch,skeleton,costume,story,book,school,library,class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,,bug,tail,coat,dress,shirt,button,toaster,bread,crust,old,dust,web,spider,legs,float,pool,swim,water,slide,playground,children,school,bell,teacher,principal,speaker,music,piano,keys,house,live,die,grave,stone,rock,roll,yeast,infection,disease,cancer,sick,medicine,yuck,sing,voice,throat,sore,exercise,weights,heavy,heart,broken,glue,sad,story,tale,bed,sleep,dream,clouds,sun,deep,hole,six,even,pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,,dog,cart,part,fish,dish,wish,hat,bat,cat,sat,week,weak,seek,seeker,weaker,barn,car,broom,ham,spam,tram,envelope,letter,paper,pen,pencil,golf,team,base,moon,cheese,cow,moon,jumped,space,ship,rocket,engine,mortar,vase,neglect,roman,empire,senate,congress,paper,tiger,love,hate,alone,together,boring,stored,plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,,dog,cat,love,waffles,five,game,video,music,tree,flower,classroom,textbook,flag,backpack,water,soda,hamburger,phone,shoes,glasses,planets,galaxy,stars,physics,mathematics,door,window,trashcan,sun,moon,mars,bag,produce,shadow,thinking,fun,listening,waiting,date,bird,funny,plants,woodpecker,lillies,corn,beans,kitten,number,hair,prohibited,weird,odd,cookout,pride,smart,intelligent,playing,swimming,biting,scratching,itchy,cool,hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,,new,beg,whole,sheep,white,old,happy,kids,bed,super,nice,fan,in,show,blue,serious,road,sky,pillow,eat,pizza,tree,elbow,green,fish,oven,wood,cord,pinwheel,loud,karate,feet,uniform,weather,rain,see,eye,light,video,child,computer,short,school,bully,police,trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,,buns,rice,gravel,trees,fur,texture,blanket,house,fan,table,window,car,cat,dog,collar,phone,call,tiles,tummy,sunlight,sunday,wallet,money,today,yesterday,tomorrow,this,that,other,widow,weeping,worry,words,timing,tallow,tails,heads,coin,flip,following,substantial,substantiate,substance,sinew,frog,furrow,green,trance,color,daylight,saytime,simon,summons,trespass,treason,green,gardening,sundry,oddity,growth,fair,cheating,chess,board,fray,typical,tropical,juices,fruit,orchard,,,,,,,,,,,,,,,,,,,,,,,,
