ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144,word 145,word 146,word 147,word 148
1000,secret,people,person,star,movie,theatre,acting,singing,talent,piano,playing,working,earn,money,wealth,house,car,driveway,driving,traffic,lights,go,stop,walk,run,skip,school,class,classmates,teachers,break,lunch,dinner,eat,food,hungry,hunger,sleep,sleepy,bed,rest,night,sky,dark,stars,far,near,distant,miles,walking,feet,body,arms,hands,writing,typing,fingers,fingernails,cutting,polish,painting,canvas,blank,empty,painted,gallery,show,sales,off,discount,deal,coupon,saving,savings,checking,number,phone,call,speaking,voicemail,texting,text,group,chatting,talking,conversation,spoken,whisper,shout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,plane,flight,catalog,wifi,charges,boredom,restlessness,depression,memory,failure,anger,human,betrayal,iniquity,misery,vapid,unprincipled,pointless,endless,void,space,cold,entropy,dark,bright,light,explosion,matter,planets,jupiter,gas,storms,eye,enormous,tiny,earth,life,mud,humans,tiny,water,clouds,sky,birds,dinosaurs,pteradactyl,wings,chicks,eggs,nugget,ketchup,macaroni,cheese,cow,milk,butter,fat,obesity,america,fireworks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,secret,weight,burden,presence,trust,closeness,longing,needed,wanting,lost,space,wasteland,dry,draught,water,thirst,hydration,growth,flourish,flower,bloom,spread,affection,love,caring,friends,people,bond,strength,support,community,network,wires,minute,microcosm,personal,continuity,story,bigger,connected,tied,hope,love,trust,bonds,feeding,feeling,human,emotion,introspection,inward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,secret,stash,illegal,find,sniff,dog,bites,chicken,pecks,dirt,worms,feed,saddle,horse,shoe,metal,rake,clean,bath,wash,cloth,sew,machine,suds,dishes,eat,friends,laugh,light,warm,sunny,bike,travel,camp,fire,crackle,hen,egg,break,align,wheel,car,travel,new,novel,read,book,alert,email,fake,phish,soup,sour,rotten,tomato,soup,egg,hot,china,black,asphalt,pavement,hard,scrape,catch,ball,mit,glove,hand,sq,squeak,mouse,tail,skin,mole,brown,snake,small,cat,meow,kitty,jar,change,loose,rope,burn,wood,carve,gouge,dent,ruin,smash,trash,garbage,smell,flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,plane,seat,runway,fly,land,captain,romance,four,love,bittersweet,husband,adultery,love,mistress,nanny,late,early,time,spring,fall,sweep,baggage,purse,clean,bathroom,wash,smell,febreze,odor,stink,skunk,black,white,dog,pet,animal,horse,cow,brown,cream,udder,milk,drink,coconut,vodka,rum,whiskey,flavor,chocolate,cake,torte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,secret,keep,trying,tired,sleep,rest,stop,pause,end,begin,anew,evolution,progression,emancipation,emigration,place,home,kingdom,territory,defend,protect,arm,prepare,defense,military,strength,misguided,wrong,flawed,misunderstood,assume,predict,probability,awareness,experience,years,living,age,circumstances,old,bank,mortgage,illness,hospital,cancer,treatment,radiation,shock,adversity,wave,undertow,lonely,scared,company,friendship,meaning,purpose,faith,belief,religion,gods,devils,path,calling,drive,joy,engrossing,focused,born,reborn,journey,seeking,find,puzzle,solution,forward,backward,stillness,silence,calm,peace,meditation,alone,excluded,isolated,awkward,anxiety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,plane,ride,horse,show,case,watch,man,hole,been,gone,girl,friend,love,flower,bloom,field,out,in,enter,exit,row,canoe,water,slide,park,disney,mickey,minnie,goofy,dog,horse,cow,cat,meow,paw,fixed,faint,sick,obese,food,burgers,fries,pie,home,garden,yard,summer,baseball,field,babe,boston,yankees,bronx,jeter,field,stadium,fame,fortune,riches,train,subway,city,fast,busy,expenisve,half,warm,summer,florida,beaches,flaw,flower,roses,rain,garden,yard,green,tree,birds,robin,fence,hammock,chickens,flamingo,dogs,cats,rabbit,paint,roof,window,rain,thunder,lightning,clouds,hail,snow,sand,mountain,hike,rockies,drain,tired,exercise,weights,barbell,bicycle,rowing,dumbell,gym,frontdesk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,plane,fly,swat,police,bad,danger,fall,break,sneak,peek,lamp,bulb,title,pond,ocean,wave,beach,sand,shell,rock,cliff,mountain,pine,fern,ball,ruber,jar,scent,sound,beep,goose,down,clouds,stars,tall,actor,clock,time,watch,phone,believe,love,seat,window,shade,block,green,blue,help,cracker,cheese,salami,bologna,taco,pillow,television,shows,locker,suitcase,travel,hotel,car,truck,fender,music,songs,singing,voice,blind,nanny,baking,cake,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,plane,dive,water,rafting,wet,cold,ice,cube,frozen,freezing,winter,wonderland,christmas,joy,present,happy,love,children,parents,babies,marriage,life,forever,love,relationship,couple,woman,man,being,humanity,one,self,person,individual,solo,music,melody,listen,relax,sleep,rest,tired,work,hard,labor,pregnancy,conceive,baby,born,birthday,surprise,cake,cream,butter,yellow,sun,bright,warm,comfort,sofa,couch,television,shows,entertainment,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,plane,fly,high,level,tap,water,health,hospital,patient,bed,billow,cover,pack,many,thinks,product,items,names,resipients,person,humenbeing,live,house,big,sky,blue,color,beauty,fair,love,living,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,secret,garden,girl,little,scary,unknown,vines,plants,flowers,ancient,ruins,crumbling,stone,blocks,door,key,lock,entrance,void,ghosts,scary,haunted,torment,shapes,darkness,outside,sunshine,bright,light,blinding,shriek,shrek,green,monster,avoidant,running,to,fro,away,broadway,problems,stage,lighting,makeup,smile,teeth,dentistry,chair,novicaine,cavity,drill,loud,eardrum,vertigo,doctor,medicine,medication,drowsy,sleeping,pillow,food,hungry,awaken,seeds,alert,sudafed,allergies,sleepy,awakeness,travel,wide,open,eyes,hearing,loud,deafening,sharp,vocals,scream,someone,heard,police,fright,sign,stop,metal,nails,screws,spiral,driver,screwdriver,drink,alcohol,orange,voda,phone,vodka,juice,college,limit,fake,identification,clubs,dancing,crazy,vomit,chunks,black,sleep,hangover,sleep,lazy,tv,food,cooking,stone,oven,cheese,bread,carbs,paleo,fat,butter,oil,coconut,skin,shreds,eggs,peanut,allergies,together,oven,degrees,minutes,muffins,blueberries,nuts,allergens,pollen,sneeze,slippers,layiing,still,watery,eyeball,pupil,strained,glasses,
1013,secret,story,love,romance,intrigue,mystery,enigma,quiet,unspoken,number,offered,taken,shared,provided,illicit,affair,unknown,risky,never,strange,decision,choice,uncommon,common,worlds,collide,separate,longing,past,present,workaday,simplicity,complexity,,complications,unnecessary,quiet,cat,pet,dog,hamster,fish,rat,ferret,hamster,guinea,pig,giraffe,elephant,hippo,manatee,cow,ewe,lamb,rooster,turkey,chicken,pig,llama,alpaca,ram,bear,moose,cheetah,lion,leopard,puma,nike,adidas,vans,kangaroo,koala,spider,snake,rattlesnake,kookooburra,country,continent,state,town,city,unincorporated,area,street,road,boulevard,drive,circle,terrace,roundabout,turn,curve,swoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,plane,train,automobile,ford,chevy,dodge,jeep,wrangler,explore,travel,forest,trees,fire,water,clouds,sky,rain,snow,sleet,ice,polar,wind,winter,spring,mud,buds,warm,green,summer,hot,beach,sun,play,tan,fall,halloween,leaves,color,winter,thanksgiving,christmas,family,friends,love,kindness,compassion,honesty,humility,strength,pride,confidence,attentiveness,humor,funny,joke,riddle,rebus,crossword,sudoku,games,contest,everquest,ultima,shepherd,commander,leader,brave,tired,resourceful,best,hero,thought,brain,listen,comprehend,study,hypothesize,result,control,publish,theory,gather,hunt,computer,monitor,cpu,drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,secret,agent,broker,house,yard,patio,furniture,den,family,tree,fruit,vegetables,garden,soil,dirt,worm,dance,disco,drugs,mexico,immigrants,politicians,racism,country,problems,conservatism,election,distrust,fear,loathing,vegas,movie,theater,popcorn,farm,subsidy,program,money,economics,trade,china,wall,invader,space,stars,stripes,flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,secret,forbidden,sacred,lies,cheats,safety,harmful,trust,distrust,truth,honesty,tell,keep,puzzle,challenge,confusion,betrayal,discover,hide,vow,oath,blackmail,use,harm,destructive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,plane,love,time,travel,distance,regard,growth,intuition,loss,private,emotion,hurry,spend,share,thought,miss,judge,remember,kind,talk,community,intention,direct,eyes,protect,friend,window,burden,lucky,wait,chase,summer,flower,link,posture,longing,waste,nurture,flow,dance,play,mistake,doubt,fortunate,trust,candu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,secret,letter,alphabet,number,phone,call,bluff,mountain,sky,cloud,burst,bubble,gum,tree,flower,girl,scout,camp,tent,pole,position,place,mat,door,bell,church,priest,collar,shirt,tie,knot,hole,donut,glazed,stucco,wall,floor,sweep,broom,push,button,coat,raccoon,mask,face,eye,nose,mouth,kiss,band,aid,help,line,draw,pencil,grease,fire,extinguish,douse,water,bug,spray,bottle,wash,dry,beef,steak,grill,onion,cry,laugh,clown,nose,pinch,press,wine,beer,mug,rob,bandit,chip,break,take,grab,bag,orange,yellow,crayon,kid,joke,tell,bell,ring,phone,home,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,plane,tall,woman,water,armpit,bite,shoulder,magazine,number,four,call,nanny,late,regret,jealous,husband,wife,grown,child,worry,trouble,scold,yell,no,code,secret,TRUE,tabloid,sleeping,wake,dream,float,flying,below,ground,land,walk,run,exercise,shape,long,wingspan,tall,giant,protect,danger,scared,afraid,fear,past,present,future,unkown,planning,details,remember,forgot,lost,found,hidden,conceal,within,thoughts,feelings,conflicted,turmoil,fight,wrestle,conflict,war,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,secret,number,4,clover,lucky,st.patrick,green,broccoli,healthy,food,hungry,eat,plane,window,sky,clouds,travel,california,celebs,famous,man,actor,tv,money,rich,house,big,room,family,wife,bored,fun,dance,exciting,tiring,sleep,bed,pillow,head,hair,cut,style,pretty,date,dinner,expensive,wine,fun,interesting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,secret,private,personal,guarded,discreet,hidden,unpublished,untold,unknown,undisclosed,exlclusive,personalised,confidential,intimate,priveleged,close,mysterious,dark,incomprehensible,unexplainable,puzzling,inscrutable,enigmatic,cryptic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,secret,lover,boy,friend,ship,shore,line,dance,hall,way,bill,duck,goose,egg,chicken,friend,boy,toy,game,show,stopper,drain,water,boy,drink,mixed,ingredients,recipe,card,birthday,wish,star,night,sky,moon,beam,balance,total,cereal,bar,alcohol,vodka,russian,spy,games,fun,party,birthday,cake,frosting,icing,sweet,tooth,brush,hair,cut,flowers,plants,pretty,woman,man,father,mother,charge,card,note,book,story,time,watch,dog,cat,kitty,litter,box,shoe,shine,bright,light,switch,off,guard,duty,chore,work,clean,crystal,glass,window,shade,tree,trunk,clothes,washer,drier,air,clean,mop,floors,elevator,shaft,pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,plane,flight,,air,clouds,white,chistmas,presents,surprise,gifts,present,coffee,shop,family,friends,happiness,music,books,reading,stories,imagine,beatles,sixties,memiors,interesting,thinking,brain,hidden,dark,closet,clothing,cover,night,mon,moon,stars,galaxy,space,constellation,maps,earth,continents,life,everywhere,italy,vacation,rental,house,apartment,mine,money,cost,job,bred,breed,horse,animall,pets,cats,calico,furr,soft,feather,bird,tree,worm,early,late,never,wishes,linger,cranberries,raisins,dried,fruit,tree,apple,adam,eve,bible,stories,beginning,middle,ending,death,life,tragic,ending,part,whatever,happenings,stages,play,friday,weeks,months,year,decade,measurment,time,clock,watch,lost,stolen,anger,pain,trouble,shrug,feel,think,mood,sad,happy,change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,secret,tell,whisper,silence,thrill,involved,taken,affair,lover,smooth,love,heart,treatment,trouble,sweet,remember,times,beautiful,waite,waste,wonder,life,dream,clouds,rain,sky,blue,black,curious,darkness,drowning,breathing,swing,tree,leaves,fall,seasons,summer,hot,sun,play,time,children,child,park,car,bus,travel,vacation,friends,best,chain,change,schedule,story,money,mouth,song,lyrics,beat,headphoens,headphones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,plane,fly,soar,bird,animal,tiger,predator,hunt,shoot,gun,fire,burn,flame,bright,sun,hot,beam,impact,hit,punch,boxing,fight,anger,mad,threaten,tense,energy,spark,electric,power,sustain,keep,hold,own,buy,purchase,money,earn,work,job,employment,manager,owner,business,company,stock,market,farm,pig,bacon,breakfast,morning,wake,sleep,tired,bed,pillow,soft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,secret,actor,number,phone,call,nanny,children,parents,father,mother,earth,grass,green,ocean,blue,white,sky,cloud,star,sun,moon,earth,globe,round,circle,pie,apple,banana,pudding,chocolate,cookie,bake,sale,buy,clothes,wear,pants,shirt,button,bag,carry,shoulder,arm,hand,finger,ring,wedding,marriage,lifetime,movie,happy,sad,depressed,therapist,talk,listen,think,problem,solve,math,algebra,geometry,square,circle,triangle,color,red,green,christmas,tree,cut,bread,slice,sandwich,eat,crackers,soup,sick,cold,hot,fever,bed,sleep,rested,work,hard,soft,blanket,warm,comfortable,sitting,massage,shoulders,back,front,long,short,person,woman,man,salt,bite,magazine,read,number,four,lifetime,sad,always,never,call,phone,dial,rotary,club,key,lock,unlock,safe,home,doorway,threshold,entrance,begin,end,renew,start,finish,race,car,first,last,,,,,,,,,,,,,,,,,
1030,plane,fly,air,seat,man,talk,want,love,attention,like,face,eyes,secret,paper,number,talk,call,lust,wonder,lost,hopeless,starving,sad,loss,life,reality,dreams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,secret,number,4,airplane,seats,cushions,flight,plane,city,life,apartment,clean,today,sunny,walk,outdoors,park,bench,sit,think,memories,nostalgic,happiness,family,kids,husband,love,cherished,care,respect,courtesy,faithful,people,difference,enjoyment,discover,new,adventures,planning,finding,exploring,joy,smiling,conent,goals,growth,plans,achievments,exciting,lost,answers,questions,knowing,thoughts,wonder,why,when,ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,plane,lovers,girlfriend,relationships,time,urgency,hurried,short,tall,heavy,thin,weight,looks,beauty,lust,desire,wanting,comfort,loss,numbers,meaning,secrets,husband,fighting,aggression,men,women,ladies,kids,puppies,pets,animaks,responsibility,care,consideration,polite,manners,workplace,income,budget,future,planning,husband,wife,lady,tramp,dogs,park,hiking,rochester,food,barbeque,vegetarian,vegan,choices,challenge,decisions,overcome,cheese,meat,chips,utz,sacks,bags,film,inventory,vendors,meeting,discussions,interactions,nerves,quiet,interview,offer,accept,college,applications,email,outlook,microsoft,word,excel,spreadsheet,,,,,,explore,plane,travel,california,sandiego,carmen,games,kids,babies,care,infants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,secret,love,meeting,dating,together,life,bottom,filed,upright,under,now,better,line,lonely,dead,ongoing,between,purpose,highly,north,dailing,follow,once,boxes,killed,their,performance,techno,button,wide,lab,materials,bond,fuel,gas,kick,one,gain,soon,noun,verb,took,using,level,popular,images,system,under,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,plane,train,travel,trip,fall,winter,summer,warmth,jacket,cold,ice,snow,sled,fun,game,board,walk,run,sprint,exercise,health,weight,wait,time,short,height,foot,shoe,jeans,belt,shirt,store,mall,parking,car,door,chair,seat,table,food,sandwich,turkey,animal,anger,rage,machine,computer,game,chance,lucky,lottery,play,win,victor,champion,dog,walk,leash,training,practice,performance,play,theater,movie,actor,spy,novel,fiction,bond,james,british,united,soccer,ball,net,basketball,court,date,month,year,age,growth,tree,nature,hike,sweat,armpit,febreeze,airplane,first,class,learn,instruction,task,assignment,productivity,generate,make,bake,cook,food,eat,lunch,nourish,plant,flower,photosynthesis,biology,science,stu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,plane,air,fly,bug,insect,spider,moth,man,annoying,irritant,itch,hunger,hurt,loss,sad,alone,fear,empty,cup,water,drink,eat,food,vitamin,mineral,health,strong,exercise,muscle,power,protect,keep,important,hide,sneak,thief,steal,take,force,push,pull,door,open,close,enter,exit,give,take,,loss,lose,win,make,self,person,me,exist,think,philosophy,abstract,consider,rules,laws,origin,reason,why,when,what,where,how,who,when,questions,answers,looking,searching,asking,survey,research,data,trends,solving,problems,better,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,plane,seat,window,eyes,glare,seeing,look,intense,gaze,clouds,wind,sky,vast,wide,open,free,fly,birds,eagles,harpy,old,lady,window,widow,death,longing,hope,regret,pensive,reflective,nostalgic,missed,desire,film,ideology,language,thought,image,sight,sound,movies,cinema,wave,black,white,movement,clown,jester,laughter,funny,crying,crowd,danger,closed,tight,scared,anxious,nervous,rushed,alone,lonely,singular,unique,different,only,favored,desired,wonder,wander,adrift,path,fork,road,frost,winter,cold,air,brisk,ice,sleet,slip,gloves,mittens,coat,jacket,hat,ski,cliff,heights,mountain,climb,scale,high,dive,water,pool,deep,shallow,paddle,exercise,sore,massage,hands,feet,toes,nails,hammer,screw,picture,frame,photo,past,books,reading,literature,magical,realism,poetry,prose,shakespeare,hamlet,ophelia,suicide,death,life,play,perform,act,actor,ret,,,,,,,,,,,,,,,,,,,
1040,plane,air,flying,seats,passengers,seatmates,conversation,flying,humming,sound,engines,people,sleeping,stewardesses,carts,traytables,snacks,drinks,overhead,baggage,landing,waiting,disembarkation,airport,busy,noisy,gates,walking,baggageclaim,suitcases,taxis,shuttles,pickup,driving,destinations,family,sightseeing,traveling,familiar,unfamiliar,home,quiet,empty,strange,familiar,strange,odd,elsewhere,places,far,distance,going,exploring,ships,voyages,going,new,exciting,enjoyable,strange,new,bright,rain,weather,improvising,picnics,castles,highways,palaces,eating,cuisine,novelty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,plane,flying,free,untethered,independent,joyful,footloose,adventure,journey,excitement,wonder,experiences,engaging,thought-provoking,exotic,foreign,different,language,cuisine,culture,communicatin,tradition,ways,sample,try,do,go,see,feel,learn,broaden,widen,rounded,traveled,open-minded,new,extraordinary,stories,memories,interesting,fascinating,humorous,funny,fun,laughing,amused,gregarious,witty,entertaining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,secret,life,death,departure,leaving,errands,running,exercise,fitness,suitability,training,experience,activities,playing,games,fun,entertainment,amusement,park,nature,forest,trees,leaves,departs,away,far,distant,vision,eyesight,eyes,color,bright,smart,intelligent,wise,accomplished,expert,skills,abilities,capable,performance,acting,fake,counterfeit,money,purchase,consume,eat,food,provider,farms,fields,streams,water,flowing,rapids,rocks,earth,sphere,round,ball,football,sports,hockey,goalie,mask,hide,hidden,secret,truth,freedom,happiness,joy,smiling,pleasure,enjoyment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,secret,lovert,man,plane,seat,bathroom,armpit,smell,febreeze,want,longing,magazine,number,four,call,regret,loss,pain,sadness,wanting,desire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,plane,seat,travel,plane,destination,strangers,stories,talking,engaging,remembering,opening,vulnerable,risk,anxiety,regret,longing,reliving,past,decades,fun,wishing,hoping,thinking,wandering,exploring,destination,going,arriving,leaving,regret,possibilities,endless,time,ages,old,ancient,remembering,past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
